headword	grammar	genitive	etymology
ἀνηκίδωτος	ον		ἀκῐδωτός
ἀνηκο-ΐα	ἡ		
ἀνήκο-ος	ον		
ἀνηκουστ-ία	ἡ		
ἀνήκουστ-ος	ον		
ἀνηλάκᾰτος	ον		
ἀνήλᾰτος	ον		
ἀνηλεγής	ές		
ἀνηλε-ής	ές		
ἀνηλέ-ητος	ον		ἀνελ- codd.
ἀνήλειπτος	ον		
ἀνηλειψία	ἡ		
ἀνήλῐκος	ον		
ἀνηλιοδείκτης	ὁ	ου	
ἀνήλιος	ον		
ἀνηλιποκαιβλεπέλαιος	ον		fort. -κἀλιπ-
ἀνήλῐπος	ον		
ἀνηλῐφής	ές		
ἀνήλῐφος	ον		
ἀνήλῠσις	ἡ	εως	
ἀνήλ-ωμα	τό	ατος	
ἀνήλωτος	ον		
ἀνήμελκτος	ον		
ἀνήμερ-ος	ον		
ἀνημερ-ότης	ἡ	ητος	
ἀνημέρ-ωτος	ον		
ἀνήμετος	ον		
ἀνήμυκτος	ον		ἀμύσσω
ἀνηνεμ-ία	ἡ		
ἀνήνεμ-ος	ον		
ἀνήνιος	ον		
ἀνήνιος	ον		
ἀνήνυστος	ον		ἀνύω
ἀνήνῠτος	ον		
ἀνήνωρ	ὁ	ορος	
ἀνήπυστος	ον		ἠπύω
ἀνήρ	ὁ		
ἀνηρέμητος	ον		
ἀνηρεφής	ές		
ἀνηρίθευτος	ον		
ἀνηρίναστος	ον		
ἀνήροτος	ον		
ἀνησιδώρα	ἡ		
ἀνήσσητος	ον		
ἄνησσον	τό		
ἄνηστις	ὁ		
ἄνηστος	ον		νέω
ἀνήτινος	ον		
ἀνήφαιστος	ον		
ἀνθαίρ-εσις	ἡ	εως	
ἀνθαιρ-ετιστής	ὁ	οῦ	
ἀνθάλιον	τό		
ἀνθά̆μιλλ-ος	ον		
ἀνθάριον	τό		
ἀνθάρπαγμα	τό	ατος	
Ἄνθεια	ἡ		
ἄνθειον	τό		
ἀνθελιγμός	ὁ		
ἀνθέλιξ	ἡ	ικος	
ἄνθεμα	τό	ατος	
ἀνθέμ-ιον	τό		
ἀνθεμ-ίς	ἡ	ίδος	
ἀνθεμ-οειδής	ές		
ἄνθεμον	τό		
ἀνθεμό-ρρῠτος	ον		
ἀνθεμό-στρωτος	ον		
ἀνθεμοφόρον	τό		
ἄνθεξις	ἡ	εως	
ἀνθερεών	ὁ	ῶνος	
ἀνθέρ-ῐκος	ὁ		
ἀνθέρ-ιξ	ὁ	ῐκος	
ἀνθερ-ίσκος	ὁ		
ἀνθεσι-πότᾱτος	ον		
ἀνθεσί-χρως	ὁ	ωτος	
Ἀνθεσ-τηριών	ὁ	ῶνος	
ἀνθεσ-φόρος	ον		
ἀνθεών	ὁ	ῶνος	
ἄνθη	ἡ		
ἀνθηδών	ἡ	όνος	
ἀνθηλᾶς	ὁ		
ἀνθήλη	ἡ		
ἀνθήλιον	τό		
ἀνθήλιος	ον		
ἄνθημα	τό	ατος	
ἄνθημα	τό	ατος	
ἀνθήμων	ον		
ἀνθηρο-ποικίλος	ον		
ἀνθηρότης	ἡ	ητος	
ἄνθησις	ἡ	εως	
ἀνθηφόρος	ἡ		
ἀνθίας	ὁ	ου	
ἄνθ-ιμος	ον		
ἄνθ-ινος	ον		
ἄνθιον	τό		
ἀνθιππ-άρχης	ὁ	ου	
ἀνθιππ-ᾰσία	ἡ		
ἀνθισμός	ὁ		
ἀνθο-βᾰφής	ές		
ἀνθο-βᾰφία	ἡ		
ἀνθο-βάφος	ὁ		
ἀνθο-βόλησις	ἡ	εως	
ἀνθό-βολος	ον		
ἀνθο-δίαιτος	ον		
ἀνθο-δόκος	ον		
ἀνθο-κάρηνος	ον		
ἀνθο-κόμος	ον		
ἀνθό-κροκος	ον		κρέκω
ἀνθ-ολκή	ἡ		
ἀνθο-λογία	ἡ		
ἀνθο-λόγιον	τό		
ἀνθο-λόγος	ον		
ἀνθόμοιος	ον		
ἀνθομολόγ-ησις	ἡ	εως	
ἀνθομολογ-ία	ἡ		
ἀνθο-νόμος	ον		
ἀνθόπλ-ῐσις	ἡ	εως	
ἀνθοπλ-ίτης	ὁ	ου	
ἀνθο-πλοκία	ἡ		
ἀνθο-πλόκος	ὁ		
ἀνθο-πώλης	ὁ	ου	
ἀνθορ-ισμός	ὁ		
ἄνθος	ὁ		
ἀνθοσμ-ίας	ὁ	ου	
ἀνθοσύνη	ἡ		
ἀνθο-τρόφος	ον		
ἀνθο-φόρος	ον		
ἀνθο-φυής	ές		
ἀνθρᾰκ-εία	ἡ		
ἀνθρᾰκ-εύς	ὁ	έως	
ἀνθρᾰκ-ιά	ἡ	ῆς	
ἀνθρᾰκ-ίας	ὁ	ου	
ἀνθρά̆κ-ινος	ον		
ἀνθρά̆κ-ιον	τό		
ἀνθρᾰκ-ίτης	ὁ	ου	
ἀνθρᾰκ-οειδής	ές		
ἀνθρᾰκ-οθήκη	ἡ		
ἀνθρᾰκ-οκαύστης	ὁ	ου	
ἀνθρᾰκ-οπώλης	ὁ	ου	
ἀνθρά̆κ-ωμα	τό	ατος	
ἀνθρᾰκ-ών	ὁ	ῶνος	
ἀνθρά̆κ-ωσις	ἡ	εως	
ἄνθραξ	ὁ	ᾰκος	
ἀνθρηδών	ἡ	όνος	
ἀνθρηκόν	τό		
ἀνθρήν-η	ἡ		
ἀνθρήν-ιον	τό		
ἀνθρην-οειδής	ές		
ἄνθρυσκον	τό		
ἀνθρωπ-άρεσκος	ὁ		
ἀνθρωπ-άριον	τό		
ἀνθρωπ-έη	ἡ		sc. δορά
ἀνθρώπ-ειος	ον		
ἀνθρωπ-ήϊος	ον		
ἀνθρώπ-ινος	ον		
ἀνθρωπ-ίσκος	ὁ		
ἀνθρωπ-ισμός	ὁ		
ἀνθρωπο-βορία	ἡ		
ἀνθρωπο-βόρος	ον		
ἀνθρωπό-γλωσσος	ον		
ἀνθρωπο-γνᾰφεῖον	τό		
ἀνθρωπο-γονία	ἡ		
ἀνθρωπο-γράφος	ὁ		
ἀνθρωπο-δαίμων	ὁ	ονος	
ἀνθρωπό-δηκτος	ον		
ἀνθρωπο-ειδής	ές		
ἀνθρωπο-είκελος	ον		
ἀνθρωπο-θηρία	ἡ		
ἀνθρωπο-θῦμος	ον		
ἀνθρωπο-θῠσία	ἡ		
ἀνθρωπο-κτόνος	ον		
ἀνθρωπο-λάτρης	ὁ	ου	
ἀνθρωπ-όλεθρος	ον		
ἀνθρωπό-λιχνος	ον		
ἀνθρωπο-λόγος	ον		
ἀνθρωπο-μάγειρος	ὁ		
ἀνθρωπό-μῑμος	ον		
ἀνθρωπό-μορφος	ον		
ἀνθρωπό-νοος	ον		
ἀνθρωπο-πάθεια	ἡ		
ἀνθρωπο-πᾰθής	ές		
ἀνθρωπο-πλάστης	ὁ	ου	
ἀνθρωπο-ποιΐα	ἡ		
ἀνθρωπό-πολις	ἡ	εως	
ἀνθρωπο-ρραίστης	ὁ	ου	ῥαίω
ἄνθρωπος	ὁ		
ἀνθρωπότης	ἡ	ητος	
ἀνθρωπο-τρόφος	ον		
ἀνθρωπο-φᾰγία	ἡ		
ἀνθρωπο-φάγος	ον		
ἀνθρωπο-φθόρος	ον		
ἀνθρωπο-φῠής	ές		
ἀνθρωπό-χειρον	τό		
ἀνθρωπώ	ἡ		
Ἀνθρωφηρακλῆς	ὁ		
ἀνθύβρ-ισις	ἡ	εως	
ἀνθύλλιον	τό		
ἀνθυλλίς	ἡ	ίδος	
ἄνθυλλον	τό		
ἀνθυπ-ᾰγωγή	ἡ		
ἀνθυπ-αλλᾰγή	ἡ		
ἀνθῠπᾰτ-εία	ἡ		
ἀνθύ̆πᾰτ-ος	ὁ		
ἀνθύπ-ειξις	ἡ	εως	
ἀνθυπό-δεικτος	ον		
ἀνθυπο-λογισμός	ὁ		
ἀνθυπ-όρυξις	ἡ	εως	
ἀνθυπό-στᾰσις	ἡ	εως	
ἀνθυπο-στροφή	ἡ		
ἀνθυπο-τίμησις	ἡ	εως	
ἀνθυπουργ-ία	ἡ		
ἀνθυπούργ-ησις	ἡ	εως	
ἀνθυπο-φορά	ἡ		
ἀνθυπο-χώρησις	ἡ	εως	
ἀνθυφαίρ-εσις	ἡ	εως	
ἀνία	ἡ		
ἀνίᾱτος	ον		
ἀνιάτρευτος	ον		
ἀνιᾱτρολόγητος	ον		
ἀνίᾱτρος	ὁ		
ἄνιδρος	ον		
ἀνίδρ-ῡτος	ον		v. ἀΐδρυτος
ἀνίδρ-ωσις	ἡ	εως	
ἀνίδρ-ωτος	ον		
ἀνῐέρ-ειος	ον		
ἀνί̆ερ-ος	ον		
ἀνῐέρ-ωσις	ἡ	εως	
ἀνίκᾰνος	ον		
ἀνῐκέτευτος	ον		
ἀνίκητος	ον		
ἀνῑκία	ἡ		
ἀνίκμαντος	ον		
ἄνικμος	ον		
ἀνίλαστος	ον		
ἀνίλλωμα	τό	ατος	
ἀνί̆μ-ησις	ἡ	εως	
ἄνῐος	ον		
ἀνιππία	ἡ		
ἄνιππος	ον		
ἀνιπτόπους	ὁ		
ἄνιπτος	ον		v.l. -ῃσιν
ἀνῐσ-άριθμος	ον		
ἀνῐσασμός	ὁ		
ἀνῑσᾶτον	τό		
ἀνῐσεπίπεδος	ον		
ἀνῐσήλικος	ον		
ἀνῑσίτης	ὁ	ου	
ἀνῐσο-βᾰρής	ές		
ἀνῐσο-γώνιος	ον		
ἀνῐσο-διάστᾰτος	ον		
ἀνῐσό-δρομος	ον		
ἀνῐσο-δύνᾰμος	ον		
ἀνῐσο-ειδής	ές		
ἀνῐσο-λαμπής	ές		
ἀνῐσό-μετρος	ον		
ἄνῑσον	τό		
ἀνῐσο-πᾰχής	ές		
ἀνῐσο-πλᾰτής	ές		
ἀνῐσό-πλευρος	ον		
ἀνῐσο-πληθής	ές		
ἀνῐσό-ρροπος	ον		
ἀνῐσο-σθενής	ές		
ἀνῐσο-σκελής	ές		
ἀνῐσό-στροφος	ον		
ἀνῐσο-τᾰχής	ές		
ἀνῐσότης	ἡ	ητος	
ἀνῐσο-υψής	ές		
ἀνῐσό-χρονος	ον		
ἀνιστορ-ησία	ἡ		
ἀνιστόρ-ητος	ον		
ἀνίστωρ	ὁ	ορος	
ἀνίσχιος	ον		
ἀνίσχ-ῡρος	ον		
ἀνισχ-ῡρότης	ἡ	ητος	
ἀνίσωμα	τό	ατος	
ἀνίσωσις	ἡ	εως	
ἀνίχν-ευσις	ἡ	εως	
ἀνίχν-ευτος	ον		
ἀνίψᾰλος	ον		ἴπτομαι
ἀνίωτος	ον		ἰόω
ἀννήθιον	τό		
ἀννησοειδής	ές		
ἄννῑσον	τό		
ἀννων-έπαρχος	ὁ		
ἀννών-η	ἡ		
ἀνόδευτος	ον		
ἀνοδία	ἡ		
ἄνοδμος	ον		
ἀνόδοντος	ον		
ἄνοδος	ον		
ἄνοδος	ἡ		
ἀνόδων	ὁ	οντος	
ἀνόδυρτος	ον		
ἄνοζος	ον		
ἀνό-ημα	τό	ατος	
ἀνο-ήμων	ον		
ἀνο-ησία	ἡ		
ἀνο-ητία	ἡ		
ἀνό-ητος	ον		
ἀνόθευτος	ον		
ἄνοθος	ον		
ἀνοιγ-εύς	ὁ	έως	
ἄνοιγ-μα	τό	ατος	
ἀνοίδ-ανσις	ἡ	εως	
ἀνοίδ-ησις	ἡ	εως	
ἀνοίκ-ειος	ον		
ἀνοικ-ειότης	ἡ	ητος	
ἀνοικ-είωτος	ον		
ἀνοίκ-ητος	ον		
ἀνοίκ-ισις	ἡ	εως	
ἀνοικ-ισμός	ὁ		
ἀνοικο-δεσπότητος	ον		
ἀνοικο-δομή	ἡ		
ἀνοικο-δόμησις	ἡ	εως	
ἀνοικο-δομία	ἡ		
ἀνοικο-νόμητος	ον		
ἄνοικος	ον		
ἀνοίκ-της	ὁ	ου	
ἀνοικτίρμων	ον		
ἀνοίκτιστος	ον		
ἄνοικτος	ον		
ἀνοίμ-ωκτος	ον		
ἄνοινος	ον		
ἄνοιξις	ἡ	εως	
ἄνοισ-ις	ἡ	εως	ἀναφέρω, ἀνοίσω
ἀνοισ-τέος	ον		
ἀνοκωχή	ἡ		
ἀνοκώχησις	ἡ	εως	
ἀνολβ-ία	ἡ		
ἀνόλβ-ιος	ον		
ἄνολβ-ος	ον		
ἀνόλεθρος	ον		
ἀνολκή	ἡ		
Ἀνολυμπιάς	ἡ	άδος	
ἀνομάλ-ωσις	ἡ	εως	
ἀνομβρ-ία	ἡ		
ἄνομβρ-ος	ον		
ἀνομήλῐκος	ον		
ἀνόμ-ημα	τό	ατος	
ἀνομ-ία	ἡ		
ἀνομίλητος	ον		
ἀνόμιμος	ον		
ἀνόμιστος	ον		
ἀνόμιχλος	ον		
ἀνόμμᾰτος	ον		
ἀνομο-γένεια	ἡ		
ἀνομο-γενής	ές		
ἀνομο-ειδής	ές		
ἀνομόζηλος	ον		
ἀνομοθέτητος	ον		
ἀνομοιο-βᾰρής	ές		
ἀνομοιο-γενής	ές		
ἀνομοιο-γώνιος	ον		
ἀνομοιο-ειδής	ές		
ἀνομοιο-κατάληκτος	ον		
ἀνομοιο-μερής	ές		
ἀνομοιό-πτωτος	ον		
ἀνόμοιος	ον		
ἀνομοιό-στροφος	ον		
ἀνομοιο-σχήμων	ον		
ἀνομοιότης	ἡ	ητος	
ἀνομοιό-τροπος	ον		
ἀνομοιό-φυλος	ον		
ἀνομοιό-χρονος	ον		
ἀνομοί-ωσις	ἡ	εως	
ἀνομολόγ-ητος	ον		
ἀνομολογ-ία	ἡ		
ἀνομόλογ-ος	ον		
ἀνομολογ-ούμενος	ον		
ἄνομος	ον		
ἀνομό-σημος	ον		
ἀνομο-ούσιος	ον		
ἀνομο-τᾰγής	ές		
ἀνομό-ϋλος	ον		
ἀνονείδιστος	ον		
ἀνόνητος	ον		
ἀνονόμαστος	ον		
ἀνόξυντος	ον		
ἄνοος	ον		
ἄνοπλος	ον		
ἄνοπτος	ον		
ἀνόρᾱτος	ον		
ἀνόργᾰνος	ον		
ἀνόργητος	ον		
ἀνοργία	ἡ		
ἀνοργίαστος	ον		
ἄνοργος	ον		
ἀνορέα	ἡ		
ἀνόρ-εκτος	ον		
ἀνορ-εξία	ἡ		
ἀνόρεος	ον		ἀνήρ
ἄνορθος	ον		ἀ- priv.
ἀνόρθ-ωσις	ἡ	εως	
ἄνορκος	ον		
ἀνόρμ-ητος	ον		
ἄνορμος	ον		
ἀνόροφος	ον		
ἀνορροπύγιος	ον		
ἀνόρυκτος	ον		
ἄνορχος	ον		
ἀνοσήλευτος	ον		
ἀνόσητος	ον		
ἀνοσία	ἡ		ἀ- priv., νόσος
ἀνόσιος	ον		
ἀνοσιότης	ἡ	ητος	
ἀνοσιούργ-ημα	τό	ατος	
ἀνοσιουργ-ία	ἡ		
ἄνοσμος	ον		
ἄνοσος	ον		
ἀνόστεος	ον		
ἀνόστ-ητος	ον		
ἀνόστ-ιμος	ον		
ἄνοστ-ος	ον		
ἀνόστρᾰκος	ον		
ἀνόσφιστος	ον		
ἀνόσφρ-αντος	ον		
ἀνότιστος	ον		
ἄνοτος	ον		
ἀνούᾰτος	ον		
Ἀνουβ-ιάς	ἡ	άδος	
Ἀνουβ-ιδεῖον	τό		
ἀνουθέτητος	ον		
ἄνουλος	ον		
ἀνουσίαστος	ον		
ἀνούσιος	ον		
ἀνουσιότης	ἡ	ητος	
ἀνουσίωσις	ἡ	εως	
ἄνουσος	ον		
ἀνούτ-ᾰτος	ον		
ἀνούτ-ητος	ον		
ἀνοφθαλμίᾱτος	ον		
ἀνόφθαλμος	ον		
ἀνοχεύς	ὁ	έως	
ἀνόχευτος	ον		
ἀνοχή	ἡ		
ἀνοχλ-ησία	ἡ		
ἄνοχλ-ος	ον		
ἄνοχον	τό		
ἄνοχος	ον		
ἀνόχῠρος	ον		
ἀνοψία	ἡ		ὄψον
ἄνοψος	ον		ὄψον
ἀνρεία	ἡ		
ἀντᾰγωνία	ἡ		
ἀντᾰγων-ιστής	ὁ	οῦ	
ἀντᾰγών-ιστος	ον		
ἄνταθλος	ον		
ἀνταῖος	ον		ἄντα
ἀντᾰκαῖος	ὁ		
ἀντᾰκολούθ-ησις	ἡ	εως	
ἀντᾰκολουθ-ία	ἡ		
ἀντᾰκόλουθ-ος	ον		
ἀντακρωτήριον	τό		
ἀνταλλᾰγ-ή	ἡ		
ἀντάλλᾰγ-μα	τό	ατος	
ἀντάλλᾰγ-ος	ον		
ἀνταλλά-κτης	ὁ	ου	
ἀντάλλα-κτος	ον		
ἄνταλλος	ον		
ἀντάμειψις	ἡ	εως	
ἀντᾰμοιβή	ἡ		
ἀνταναίρ-εσις	ἡ	εως	
ἀνταναιρ-ετέος	ον		
ἀντανά-κλᾰσις	ἡ	εως	
ἀντανα-κλασμός	ὁ		
ἀντανά-κλαστος	ον		
ἀντανα-κοπή	ἡ		
ἀντανά-λῠσις	ἡ	εως	
ἀντανα-πλήρωσις	ἡ	εως	
ἄντανδρος	ον		
ἀντανεμία	ἡ		
ἀνταν-ίσωμα	τό	ατος	
ἀνταν-ίσωσις	ἡ	εως	
ἀντάξιος	ον		
ἀνταπό-δομα	τό	ατος	
ἀνταπό-δοσις	ἡ	εως	
ἀνταπο-κατάστᾰσις	ἡ	εως	
ἀνταπό-κρῐσις	ἡ	εως	
ἀνταπό-παλσις	ἡ	εως	
ἀνταπο-στροφή	ἡ		
ἀντάποχον	τό		
ἀντάπ-ωσις	ἡ	εως	
Ἀντάρης	ὁ	ου	
ἀντ-αρσία	ἡ		
ἄντ-αρσις	ἡ	εως	
ἄνταρχος	ὁ		
ἀντάρχων	ὁ	οντος	
ἀντάτας	ὁ	α	ἄτη
ἀνταυγ-ᾰσία	ἡ		
ἀνταυγ-ής	ές		
ἀντέγκλημα	τό	ατος	
ἀντεισ-ᾰγωγή	ἡ		
ἀντεισ-φορά	ἡ		
ἀντέκ-δικος	ὁ		
ἀντέκ-τῐσις	ἡ	εως	
ἀντέκ-τιστος	ον		ἐκτίνω
ἀντελιγμός	ὁ		
ἀντελ-λογισμός	ὁ		
ἀντέλ-λογος	ὁ		
ἀντεμ-βοή	ἡ		
ἀντεμ-βολή	ἡ		
ἀντεμ-βροχή	ἡ		
ἀντεμ-πλοκή	ἡ		
ἀντέμ-φᾰσις	ἡ	εως	
ἀντεν-αντίωσις	ἡ	εως	
ἀντέν-δειξις	ἡ	εως	
ἀντεν-έδρα	ἡ		
ἀντεν-έχῠρον	τό		
ἀντέν-θεσις	ἡ	εως	
ἀντέξ-αρμα	τό	ατος	ἀντεξαίρω
ἀντεξ-έτᾰσις	ἡ	εως	
ἀντεξ-ήγησις	ἡ	εως	
ἀντεξ-ηγητής	ὁ	οῦ	
ἀντέξ-οδος	ἡ		
ἀντεξ-όρμησις	ἡ	εως	
ἀντέξ-ωσις	ἡ	εως	
ἀντέπ-αρχος	ὁ		
ἀντεπ-είσοδος	ἡ		
ἀντεπ-έκτᾰσις	ἡ	εως	
ἀντεπ-έξοδος	ἡ		
ἀντεπ-ερώτησις	ἡ	εως	
ἀντεπί-θεσις	ἡ	εως	
ἀντεπι-κράτεια	ἡ		
ἀντεπί-ρρημα	τό	ατος	
ἀντεπί-σταλμα	τό	ατος	
ἀντεπι-στάτης	ὁ	ου	
ἀντεπι-στροφή	ἡ		
ἀντεπι-χείρησις	ἡ	εως	
ἀντεπόπτευσις	ἡ	εως	
ἀντεραστής	ὁ	οῦ	
ἀντέρει-σις	ἡ	εως	
ἀντέρει-σμα	τό	ατος	
ἀντέρως	ὁ	ωτος	
ἀντευ-εργέτημα	τό	ατος	
ἀντευ-εργέτης	ὁ	ου	
ἀντευ-ποιΐα	ἡ		
ἀντεύ-φρασμα	τό	ατος	
ἀντεφ-όρμησις	ἡ	εως	
ἄντη	ἡ		ἄντομαι II
ἀντήλιος	ον		ἀντί, ἥλιος
ἀντήνωρ	ὁ	ορος	ἀνήρ
ἀντηρέτης	ὁ	ου	ἐρέτης
ἀντηρίδιον	τό		
ἀντηρίς	ἡ	ίδος	
ἄντησις	ἡ	εως	
ἄντηστις	ἡ	εως	
ἀντήχ-ημα	τό	ατος	
ἀντήχ-ησις	ἡ	εως	
ἄντηχ-ος	ον		
ἀντιάνειρᾰ	ἡ		ἀντί, ἀνήρ
ἀντιάς	ἡ	άδος	
ἀντιαττικιστής	ὁ	οῦ	
ἀντιᾰχάτης	ὁ	ου	
ἀντι-βάκχειος	ὁ		sc. πούς
ἀντιβαρνικί	τό		
ἀντιβᾰσῐλεύς	ὁ	έως	
ἀντίβᾰσις	ἡ	εως	
ἀντιβάτης	ὁ	ου	
ἀντιβιβλίον	τό		
ἀντίβῐος	ον		βία
ἀντί-βλεψις	ἡ	εως	
ἀντίβλημα	τό	ατος	
ἀντίβοιος	ον		βοῦς
ἀντιβολ-ή	ἡ		
ἀντιβόλ-ησις	ἡ	εως	
ἀντιβολ-ία	ἡ		
ἀντίβολ-ον	τό		
ἀντιβόρειον	τό		
ἀντιγένεσις	ἡ	εως	
ἀντιγεοῦχος	ὁ		
ἀντιγλαυκισμός	ὁ		
Ἀντίγονος	ὁ		
ἀντίγραμμα	τό	ατος	
ἀντιγρᾰφ-εία	ἡ		
ἀντιγρᾰφ-εῖον	τό		
ἀντιγρᾰφ-εύς	ὁ	έως	
ἀντιγρᾰφ-ή	ἡ		
ἀντίγρᾰφ-ος	ον		
ἀντί-γραψις	ἡ	εως	
ἀντιγώνιος	ον		
ἀντιδάκτῠλος	ὁ		
ἀντίδειξις	ἡ	εως	
ἀντίδειπνος	ον		
ἀντιδιαίρ-εσις	ἡ	εως	
ἀντιδιάκονος	ον		
ἀντιδια-στολή	ἡ		
ἀντιδιά-ταξις	ἡ	εως	
ἀντιδιήγησις	ἡ	εως	
ἀντιδῐκ-ᾰσία	ἡ		
ἀντιδί̆κ-ησις	ἡ	εως	
ἀντιδῐκ-ία	ἡ		
ἀντίδῐκ-ος	ον		
ἀντιδικτάτωρ	ὁ	ορος	
ἀντιδίσκωσις	ἡ	εως	
ἀντιδόκιον	τό		
ἀντιδομή	ἡ		δέμω
ἀντί-δοξος	ον		
ἀντίδορος	ον		δορά
ἀντί-δοσις	ἡ	εως	ἀντιδίδωμι
ἀντί-δοτος	ον		ἀντιδίδωμι
ἀντίδουλος	ον		
ἀντίδουπος	ον		
ἀντί-δρᾱσις	ἡ	εως	
ἀντιδύνᾰμος	ον		
ἀντι-δωρεά	ἡ		
ἀντί-δωρον	τό		
ἀντι-ζηλία	ἡ		
ἀντί-ζηλος	ὁ		
ἀντιζῠγ-ής	ές		
ἀντιζῠγ-ία	ἡ		
ἀντίζῠγ-ος	ον		
ἀντίθεμα	τό	ατος	
ἀντίθεος	ον		
ἀντιθέσιον	τό		
ἀντί-θεσις	ἡ	εως	
ἀντί-θετος	ον		
ἀντίθημα	τό	ατος	
ἀντίθροος	ον		
ἀντίθῠρος	ον		θύρα
ἀντικάρδιον	τό		
ἀντικατά-δῠσις	ἡ	εως	
ἀντικατ-αλλᾰγή	ἡ		
ἀντικατ-άλλαγμα	τό	ατος	
ἀντικατ-άλλαξις	ἡ	εως	
ἀντικατά-στᾰσις	ἡ	εως	
ἀντικατά-σχεσις	ἡ	εως	
ἀντικατά-τᾰσις	ἡ	εως	
ἀντικατα-χωρισμός	ὁ		
ἀντικατ-ηγορία	ἡ		
ἀντικάτων	ὁ	ωνος	
ἀντικέλευθος	ον		
ἀντίκεντρον	τό		
ἀντικέφᾰλον	τό		
ἀντικῆρυξ	ὁ	υκος	
ἀντικί̄ν-ησις	ἡ	εως	
ἀντικί̄ν-ητος	ον		
ἀντίκλεις	ἡ	ειδος	
ἀντίκλησις	ἡ	εως	
ἀντίκλῐσις	ἡ	εως	
ἀντικνήμιον	τό		
ἀντίκοιλον	τό		
ἀντι-κοπή	ἡ		
ἀντικοσμ-ήτης	ὁ	ου	
ἀντίκοψις	ἡ	εως	
ἀντίκριος	ὁ		
ἀντίκρῐσις	ἡ	εως	
ἀντί-κρουσις	ἡ	εως	
ἀντι-κρουστία	ἡ		
ἀντίκτησις	ἡ	εως	
ἀντικτόνος	ον		κτείνω
ἀντικυρία	ἡ		
ἀντικωπηλάτης	ὁ	ου	
ἀντιλᾰβ-εύς	ὁ	έως	
ἀντιλᾰβ-ή	ἡ		
ἀντί-λαμψις	ἡ	εως	
ἀντί-λεκτος	ον		
ἀντί-λεξις	ἡ	εως	
ἀντιλέων	ὁ	οντος	
ἀντίληξις	ἡ	εως	
ἀντι-λήπτωρ	ὁ	ορος	
ἀντί-ληψις	ἡ	εως	
ἀντι-λόβιον	τό		
ἀντι-λοβίς	ἡ	ίδος	
ἀντιλογ-ία	ἡ		
